Year,Team,Totals,TD,YDS,AVG,LG,REC,NO,FC,LOST,OWN,OPP,G20+,G40+,FUM
1975,lkc,Team Totals,0,1190,22.9,65,,52,,,,,,,
1975,lkc,Opponents Totals,1,1655,23.6,99t,,70,,,,,,,
1975,har,Team Totals,0,949,23.7,42,,40,,,,,,,
1975,har,Opponents Totals,1,1549,23.8,102t,,65,,,,,,,
1975,llarm,Team Totals,0,1457,23.5,59,,62,,,,,,,
1975,llarm,Opponents Totals,0,1496,23.4,74,,64,,,,,,,
1975,min,Team Totals,1,1520,23.0,99t,,66,,,,,,,
1975,min,Opponents Totals,0,1142,24.8,59,,46,,,,,,,
1975,larm,Team Totals,0,1704,23.0,53,,74,,,,,,,
1975,larm,Opponents Totals,0,1205,23.2,65,,52,,,,,,,
1975,bal,Team Totals,1,815,21.4,94t,,38,,,,,,,
1975,bal,Opponents Totals,0,1304,20.4,40,,64,,,,,,,
1975,lten,Team Totals,0,1042,22.7,64,,46,,,,,,,
1975,lten,Opponents Totals,0,1558,23.6,92,,66,,,,,,,
1975,dul,Team Totals,1,1144,21.2,81t,,54,,,,,,,
1975,dul,Opponents Totals,0,1355,22.2,52,,61,,,,,,,
1975,atl,Team Totals,0,1526,22.8,92,,67,,,,,,,
1975,atl,Opponents Totals,1,1278,26.6,81t,,48,,,,,,,
1975,ham,Team Totals,1,1324,26.0,102t,,51,,,,,,,
1975,ham,Opponents Totals,0,1262,18.6,64,,68,,,,,,,
1975,jac,Team Totals,0,1446,24.5,58,,59,,,,,,,
1975,jac,Opponents Totals,0,1273,22.3,39,,57,,,,,,,
1975,lind,Team Totals,0,1350,21.8,53,,62,,,,,,,
1975,lind,Opponents Totals,0,1334,22.6,53,,59,,,,,,,
1975,was,Team Totals,0,1482,21.5,41,,69,,,,,,,
1975,was,Opponents Totals,0,1101,27.5,64,,40,,,,,,,
1975,col,Team Totals,1,1337,24.3,93t,,55,,,,,,,
1975,col,Opponents Totals,1,1609,22.7,97t,,71,,,,,,,
1975,tol,Team Totals,1,1158,21.4,97t,,54,,,,,,,
1975,tol,Opponents Totals,0,1578,23.9,73,,66,,,,,,,
1975,ltb,Team Totals,0,1296,22.3,50,,58,,,,,,,
1975,ltb,Opponents Totals,1,1357,21.2,93,,64,,,,,,,
1975,lmin,Team Totals,0,1250,22.7,64,,55,,,,,,,
1975,lmin,Opponents Totals,0,927,20.2,42,,46,,,,,,,
1975,c-p,Team Totals,0,1388,23.5,42,,59,,,,,,,
1975,c-p,Opponents Totals,0,1149,22.5,50,,51,,,,,,,
1975,chit,Team Totals,0,787,20.7,63,,38,,,,,,,
1975,chit,Opponents Totals,0,1345,19.5,44,,69,,,,,,,
1975,nyj,Team Totals,0,1114,21.4,42,,52,,,,,,,
1975,nyj,Opponents Totals,0,1084,20.5,49,,53,,,,,,,
1975,dal,Team Totals,0,1644,22.2,70,,74,,,,,,,
1975,dal,Opponents Totals,0,893,20.8,88,,43,,,,,,,
1975,latl,Team Totals,1,1398,22.2,93t,,63,,,,,,,
1975,latl,Opponents Totals,1,1020,20.8,94t,,49,,,,,,,
1975,lbuf,Team Totals,0,764,22.5,46,,34,,,,,,,
1975,lbuf,Opponents Totals,0,1347,21.0,40,,64,,,,,,,
1975,stl,Team Totals,0,1372,22.9,52,,60,,,,,,,
1975,stl,Opponents Totals,0,1061,22.1,50,,48,,,,,,,
1975,det,Team Totals,0,1217,18.4,33,,66,,,,,,,
1975,det,Opponents Totals,0,1038,23.1,51,,45,,,,,,,
1975,lac,Team Totals,0,1319,20.9,88,,63,,,,,,,
1975,lac,Opponents Totals,1,1073,25.5,93,,42,,,,,,,
1976,lkc,Team Totals,0,1072,20.6,83,,52,,,,,,,
1976,lkc,Opponents Totals,0,1716,22.3,47,,77,,,,,,,
1976,har,Team Totals,0,1087,23.6,71,,46,,,,,,,
1976,har,Opponents Totals,0,1569,22.1,58,,71,,,,,,,
1976,llarm,Team Totals,0,1347,24.5,69,,55,,,,,,,
1976,llarm,Opponents Totals,0,1246,21.9,79,,57,,,,,,,
1976,min,Team Totals,0,1597,21.9,58,,73,,,,,,,
1976,min,Opponents Totals,0,899,23.1,69,,39,,,,,,,
1976,larm,Team Totals,0,1594,21.3,79,,75,,,,,,,
1976,larm,Opponents Totals,0,1204,25.1,74,,48,,,,,,,
1976,bal,Team Totals,0,855,20.9,39,,41,,,,,,,
1976,bal,Opponents Totals,0,1284,21.0,47,,61,,,,,,,
1976,lten,Team Totals,1,1046,21.3,97t,,49,,,,,,,
1976,lten,Opponents Totals,0,1616,24.5,53,,66,,,,,,,
1976,dul,Team Totals,0,1182,21.9,44,,54,,,,,,,
1976,dul,Opponents Totals,1,1347,23.6,97t,,57,,,,,,,
1976,atl,Team Totals,0,1229,21.2,53,,58,,,,,,,
1976,atl,Opponents Totals,0,1125,21.2,41,,53,,,,,,,
1976,ham,Team Totals,0,1025,22.3,55,,46,,,,,,,
1976,ham,Opponents Totals,0,1123,18.4,33,,61,,,,,,,
1976,jac,Team Totals,0,1075,23.4,64,,46,,,,,,,
1976,jac,Opponents Totals,0,1208,24.2,64,,50,,,,,,,
1976,lind,Team Totals,0,1076,20.7,47,,52,,,,,,,
1976,lind,Opponents Totals,0,1072,21.9,43,,49,,,,,,,
1976,was,Team Totals,0,1538,23.7,64,,65,,,,,,,
1976,was,Opponents Totals,0,1263,23.0,64,,55,,,,,,,
1976,col,Team Totals,0,1488,21.3,43,,70,,,,,,,
1976,col,Opponents Totals,0,717,20.5,43,,35,,,,,,,
1976,tol,Team Totals,0,1027,24.5,74,,42,,,,,,,
1976,tol,Opponents Totals,0,1275,20.6,35,,62,,,,,,,
1976,ltb,Team Totals,0,1066,21.3,67,,50,,,,,,,
1976,ltb,Opponents Totals,0,1028,16.3,48,,63,,,,,,,
1976,lmin,Team Totals,0,1102,20.4,43,,54,,,,,,,
1976,lmin,Opponents Totals,1,1623,24.6,90t,,66,,,,,,,
1976,c-p,Team Totals,0,1148,19.8,41,,58,,,,,,,
1976,c-p,Opponents Totals,0,912,20.7,53,,44,,,,,,,
1976,chit,Team Totals,0,1044,19.7,37,,53,,,,,,,
1976,chit,Opponents Totals,0,725,18.6,42,,39,,,,,,,
1976,nyj,Team Totals,0,859,20.5,57,,42,,,,,,,
1976,nyj,Opponents Totals,0,1209,18.3,38,,66,,,,,,,
1976,dal,Team Totals,0,1087,21.3,48,,51,,,,,,,
1976,dal,Opponents Totals,0,969,17.9,38,,54,,,,,,,
1976,latl,Team Totals,0,987,21.0,84,,47,,,,,,,
1976,latl,Opponents Totals,0,1188,21.6,88,,55,,,,,,,
1976,lbuf,Team Totals,0,1361,20.9,88,,65,,,,,,,
1976,lbuf,Opponents Totals,0,784,17.8,59,,44,,,,,,,
1976,stl,Team Totals,1,1027,23.3,90t,,44,,,,,,,
1976,stl,Opponents Totals,0,1383,19.8,84,,70,,,,,,,
1976,det,Team Totals,0,777,20.4,40,,38,,,,,,,
1976,det,Opponents Totals,0,924,20.1,38,,46,,,,,,,
1976,lac,Team Totals,0,1269,21.2,44,,60,,,,,,,
1976,lac,Opponents Totals,0,934,24.6,44,,38,,,,,,,
1976,ton,Team Totals,0,1173,18.9,41,,62,,,,,,,
1976,ton,Opponents Totals,0,1359,25.2,45,,54,,,,,,,
1976,nyb,Team Totals,0,1605,20.3,45,,79,,,,,,,
1976,nyb,Opponents Totals,0,1041,22.1,41,,47,,,,,,,
1977,lkc,Team Totals,0,912,19.0,37,,48,,,,,,,
1977,lkc,Opponents Totals,2,1514,25.2,101t,,60,,,,,,,
1977,har,Team Totals,1,1011,26.6,90t,,38,,,,,,,
1977,har,Opponents Totals,0,1281,21.7,32,,59,,,,,,,
1977,llarm,Team Totals,3,1051,26.9,101t,,39,,,,,,,
1977,llarm,Opponents Totals,0,1086,20.9,73,,52,,,,,,,
1977,min,Team Totals,0,1374,22.5,60,,61,,,,,,,
1977,min,Opponents Totals,1,946,21.0,100t,,45,,,,,,,
1977,larm,Team Totals,0,1238,20.6,45,,60,,,,,,,
1977,larm,Opponents Totals,1,814,20.4,93t,,40,,,,,,,
1977,bal,Team Totals,0,995,22.1,43,,45,,,,,,,
1977,bal,Opponents Totals,0,1080,22.5,48,,48,,,,,,,
1977,lten,Team Totals,0,886,19.3,38,,46,,,,,,,
1977,lten,Opponents Totals,0,1029,21.4,36,,48,,,,,,,
1977,dul,Team Totals,1,1056,23.0,76t,,46,,,,,,,
1977,dul,Opponents Totals,0,1331,21.1,43,,63,,,,,,,
1977,atl,Team Totals,0,1075,20.3,36,,53,,,,,,,
1977,atl,Opponents Totals,0,986,19.7,45,,50,,,,,,,
1977,ham,Team Totals,0,732,21.5,33,,34,,,,,,,
1977,ham,Opponents Totals,0,1084,21.7,41,,50,,,,,,,
1977,jac,Team Totals,0,909,18.6,31,,49,,,,,,,
1977,jac,Opponents Totals,0,997,15.8,35,,63,,,,,,,
1977,lind,Team Totals,0,734,18.8,33,,39,,,,,,,
1977,lind,Opponents Totals,0,952,20.3,40,,47,,,,,,,
1977,was,Team Totals,0,1502,21.2,44,,71,,,,,,,
1977,was,Opponents Totals,0,1240,24.8,70,,50,,,,,,,
1977,col,Team Totals,0,1284,20.4,70,,63,,,,,,,
1977,col,Opponents Totals,1,958,21.8,96t,,44,,,,,,,
1977,tol,Team Totals,0,1071,24.3,64,,44,,,,,,,
1977,tol,Opponents Totals,0,1614,22.7,48,,71,,,,,,,
1977,ltb,Team Totals,0,1087,23.1,46,,47,,,,,,,
1977,ltb,Opponents Totals,0,1033,19.1,46,,54,,,,,,,
1977,lmin,Team Totals,0,1271,21.5,51,,59,,,,,,,
1977,lmin,Opponents Totals,0,1104,20.1,35,,55,,,,,,,
1977,c-p,Team Totals,0,1036,19.2,35,,54,,,,,,,
1977,c-p,Opponents Totals,1,895,25.6,99t,,35,,,,,,,
1977,chit,Team Totals,1,1110,24.7,99t,,45,,,,,,,
1977,chit,Opponents Totals,0,940,20.4,43,,46,,,,,,,
1977,nyj,Team Totals,0,834,18.5,48,,45,,,,,,,
1977,nyj,Opponents Totals,2,999,20.8,98t,,48,,,,,,,
1977,dal,Team Totals,1,1273,22.3,84t,,57,,,,,,,
1977,dal,Opponents Totals,1,1010,19.4,76t,,52,,,,,,,
1977,latl,Team Totals,1,1239,21.4,98t,,58,,,,,,,
1977,latl,Opponents Totals,0,741,22.5,44,,33,,,,,,,
1977,lbuf,Team Totals,1,947,18.6,96t,,51,,,,,,,
1977,lbuf,Opponents Totals,0,786,20.2,68,,39,,,,,,,
1977,stl,Team Totals,0,914,21.3,41,,43,,,,,,,
1977,stl,Opponents Totals,0,699,21.2,35,,33,,,,,,,
1977,det,Team Totals,0,705,21.4,43,,33,,,,,,,
1977,det,Opponents Totals,0,1156,21.8,36,,53,,,,,,,
1977,lac,Team Totals,0,621,18.3,30,,34,,,,,,,
1977,lac,Opponents Totals,1,1021,23.7,84t,,43,,,,,,,
1977,ton,Team Totals,1,1174,24.0,80t,,49,,,,,,,
1977,ton,Opponents Totals,1,1025,21.4,92t,,48,,,,,,,
1977,nyb,Team Totals,1,1355,21.5,92t,,63,,,,,,,
1977,nyb,Opponents Totals,0,1075,23.9,60,,45,,,,,,,
1978,lkc,Team Totals,0,1172,21.3,60,,55,,,,,,,
1978,lkc,Opponents Totals,1,1576,22.8,90t,,69,,,,,,,
1978,har,Team Totals,0,1132,21.4,53,,53,,,,,,,
1978,har,Opponents Totals,0,1469,21.0,39,,70,,,,,,,
1978,llarm,Team Totals,0,1509,22.5,40,,67,,,,,,,
1978,llarm,Opponents Totals,0,1417,22.1,53,,64,,,,,,,
1978,min,Team Totals,1,1648,22.3,90t,,74,,,,,,,
1978,min,Opponents Totals,1,1271,24.4,102t,,52,,,,,,,
1978,larm,Team Totals,1,1316,19.9,102t,,66,,,,,,,
1978,larm,Opponents Totals,0,1191,20.5,46,,58,,,,,,,
1978,bal,Team Totals,1,1043,23.7,95t,,44,,,,,,,
1978,bal,Opponents Totals,0,1336,22.3,42,,60,,,,,,,
1978,lten,Team Totals,0,1304,22.5,60,,58,,,,,,,
1978,lten,Opponents Totals,0,1360,22.3,54,,61,,,,,,,
1978,dul,Team Totals,0,1697,23.6,86,,72,,,,,,,
1978,dul,Opponents Totals,1,1469,20.4,95t,,72,,,,,,,
1978,atl,Team Totals,0,1164,20.1,39,,58,,,,,,,
1978,atl,Opponents Totals,0,1105,22.6,48,,49,,,,,,,
1978,ham,Team Totals,0,952,22.7,41,,42,,,,,,,
1978,ham,Opponents Totals,0,1223,23.5,32,,52,,,,,,,
1978,jac,Team Totals,0,1233,20.6,56,,60,,,,,,,
1978,jac,Opponents Totals,0,992,19.5,81,,51,,,,,,,
1978,lind,Team Totals,0,1252,21.6,77,,58,,,,,,,
1978,lind,Opponents Totals,0,1457,21.1,48,,69,,,,,,,
1978,was,Team Totals,0,1510,22.5,38,,67,,,,,,,
1978,was,Opponents Totals,1,1328,20.1,95t,,66,,,,,,,
1978,col,Team Totals,0,1456,23.9,66,,61,,,,,,,
1978,col,Opponents Totals,0,1087,20.1,86,,54,,,,,,,
1978,tol,Team Totals,0,896,19.1,56,,47,,,,,,,
1978,tol,Opponents Totals,0,1709,23.4,57,,73,,,,,,,
1978,ltb,Team Totals,0,1134,21.0,44,,54,,,,,,,
1978,ltb,Opponents Totals,0,1154,20.6,41,,56,,,,,,,
1978,lmin,Team Totals,1,1352,23.3,99t,,58,,,,,,,
1978,lmin,Opponents Totals,0,965,17.5,44,,55,,,,,,,
1978,c-p,Team Totals,0,1081,18.0,40,,60,,,,,,,
1978,c-p,Opponents Totals,0,1197,21.8,56,,55,,,,,,,
1978,chit,Team Totals,0,1148,20.9,32,,55,,,,,,,
1978,chit,Opponents Totals,2,1142,22.4,100t,,51,,,,,,,
1978,nyj,Team Totals,0,1057,19.2,38,,55,,,,,,,
1978,nyj,Opponents Totals,0,1297,21.3,56,,61,,,,,,,
1978,dal,Team Totals,1,1085,20.9,95t,,52,,,,,,,
1978,dal,Opponents Totals,0,1015,19.5,32,,52,,,,,,,
1978,latl,Team Totals,0,1358,22.3,81,,61,,,,,,,
1978,latl,Opponents Totals,0,1146,22.0,43,,52,,,,,,,
1978,lbuf,Team Totals,0,1129,22.1,60,,51,,,,,,,
1978,lbuf,Opponents Totals,0,1424,20.6,77,,69,,,,,,,
1978,stl,Team Totals,0,1095,19.6,46,,56,,,,,,,
1978,stl,Opponents Totals,0,1146,23.4,66,,49,,,,,,,
1978,det,Team Totals,0,1055,20.3,41,,52,,,,,,,
1978,det,Opponents Totals,1,1335,20.9,89t,,64,,,,,,,
1978,lac,Team Totals,1,1332,22.6,100t,,59,,,,,,,
1978,lac,Opponents Totals,0,1141,23.3,60,,49,,,,,,,
1978,ton,Team Totals,0,1384,21.3,39,,65,,,,,,,
1978,ton,Opponents Totals,0,1035,19.5,56,,53,,,,,,,
1978,nyb,Team Totals,1,1421,19.5,89t,,73,,,,,,,
1978,nyb,Opponents Totals,0,928,19.7,36,,47,,,,,,,
1979,lkc,Team Totals,0,1148,22.5,43,,51,,,,,,,
1979,lkc,Opponents Totals,0,1518,22.0,55,,69,,,,,,,
1979,har,Team Totals,0,1239,18.8,38,,66,,,,,,,
1979,har,Opponents Totals,0,1621,20.3,45,,80,,,,,,,
1979,llarm,Team Totals,0,1561,20.5,52,,76,,,,,,,
1979,llarm,Opponents Totals,1,1529,21.8,100t,,70,,,,,,,
1979,min,Team Totals,0,1131,19.2,36,,59,,,,,,,
1979,min,Opponents Totals,0,1142,21.1,51,,54,,,,,,,
1979,larm,Team Totals,0,1402,20.0,58,,70,,,,,,,
1979,larm,Opponents Totals,0,1065,18.7,43,,57,,,,,,,
1979,bal,Team Totals,0,987,19.4,44,,51,,,,,,,
1979,bal,Opponents Totals,0,1668,20.6,38,,81,,,,,,,
1979,lten,Team Totals,0,1234,18.4,37,,67,,,,,,,
1979,lten,Opponents Totals,0,1310,19.0,58,,69,,,,,,,
1979,dul,Team Totals,0,1531,20.4,45,,75,,,,,,,
1979,dul,Opponents Totals,0,1324,18.9,51,,70,,,,,,,
1979,atl,Team Totals,0,1560,19.3,36,,81,,,,,,,
1979,atl,Opponents Totals,0,1258,20.0,63,,63,,,,,,,
1979,ham,Team Totals,0,1066,21.3,41,,50,,,,,,,
1979,ham,Opponents Totals,1,1535,21.3,104t,,72,,,,,,,
1979,jac,Team Totals,0,966,19.3,37,,50,,,,,,,
1979,jac,Opponents Totals,1,1173,20.6,85t,,57,,,,,,,
1979,lind,Team Totals,1,1475,22.7,104t,,65,,,,,,,
1979,lind,Opponents Totals,0,1290,19.3,64,,67,,,,,,,
1979,was,Team Totals,0,1444,20.6,39,,70,,,,,,,
1979,was,Opponents Totals,0,1238,17.7,41,,70,,,,,,,
1979,col,Team Totals,0,1004,19.7,52,,51,,,,,,,
1979,col,Opponents Totals,0,1017,19.9,42,,51,,,,,,,
1979,tol,Team Totals,0,1316,19.4,70,,68,,,,,,,
1979,tol,Opponents Totals,1,1578,23.2,106t,,68,,,,,,,
1979,ltb,Team Totals,1,1261,22.5,92t,,56,,,,,,,
1979,ltb,Opponents Totals,0,1265,18.3,38,,69,,,,,,,
1979,lmin,Team Totals,0,1145,20.8,38,,55,,,,,,,
1979,lmin,Opponents Totals,0,1280,16.8,41,,76,,,,,,,
1979,c-p,Team Totals,0,1255,18.7,75,,67,,,,,,,
1979,c-p,Opponents Totals,0,900,20.5,53,,44,,,,,,,
1979,chit,Team Totals,1,1609,22.7,106t,,71,,,,,,,
1979,chit,Opponents Totals,1,1332,23.4,83t,,57,,,,,,,
1979,nyj,Team Totals,0,959,18.8,31,,51,,,,,,,
1979,nyj,Opponents Totals,0,1254,22.8,83,,55,,,,,,,
1979,dal,Team Totals,1,1054,20.7,83t,,51,,,,,,,
1979,dal,Opponents Totals,0,1252,21.2,56,,59,,,,,,,
1979,latl,Team Totals,0,1380,22.6,83,,61,,,,,,,
1979,latl,Opponents Totals,0,1070,18.1,33,,59,,,,,,,
1979,lbuf,Team Totals,1,1295,21.2,100t,,61,,,,,,,
1979,lbuf,Opponents Totals,0,999,20.0,69,,50,,,,,,,
1979,stl,Team Totals,0,1569,20.1,69,,78,,,,,,,
1979,stl,Opponents Totals,1,987,19.4,92t,,51,,,,,,,
1979,det,Team Totals,0,1292,19.6,55,,66,,,,,,,
1979,det,Opponents Totals,0,1303,22.5,70,,58,,,,,,,
1979,lac,Team Totals,0,1319,20.0,39,,66,,,,,,,
1979,lac,Opponents Totals,0,1523,20.0,53,,76,,,,,,,
1979,ton,Team Totals,0,1370,18.8,33,,73,,,,,,,
1979,ton,Opponents Totals,0,1312,21.5,89,,61,,,,,,,
1979,nyb,Team Totals,1,1538,20.5,85t,,75,,,,,,,
1979,nyb,Opponents Totals,0,1367,20.1,70,,68,,,,,,,
1980,lkc,Team Totals,0,827,17.6,43,,47,,,,,,,
1980,lkc,Opponents Totals,0,1051,20.2,44,,52,,,,,,,
1980,har,Team Totals,1,1281,22.9,98t,,56,,,,,,,
1980,har,Opponents Totals,0,1649,18.5,35,,89,,,,,,,
1980,llarm,Team Totals,0,1234,20.2,87,,61,,,,,,,
1980,llarm,Opponents Totals,0,1210,22.8,52,,53,,,,,,,
1980,min,Team Totals,0,1383,20.6,44,,67,,,,,,,
1980,min,Opponents Totals,1,1062,19.7,98t,,54,,,,,,,
1980,larm,Team Totals,0,1491,20.1,35,,74,,,,,,,
1980,larm,Opponents Totals,0,1207,22.4,47,,54,,,,,,,
1980,bal,Team Totals,0,1308,20.8,50,,63,,,,,,,
1980,bal,Opponents Totals,0,1018,14.3,31,,71,,,,,,,
1980,lten,Team Totals,0,981,18.5,46,,53,,,,,,,
1980,lten,Opponents Totals,0,1265,18.6,63,,68,,,,,,,
1980,dul,Team Totals,0,1350,20.8,63,,65,,,,,,,
1980,dul,Opponents Totals,0,1339,19.7,41,,68,,,,,,,
1980,atl,Team Totals,0,1199,17.6,40,,68,,,,,,,
1980,atl,Opponents Totals,1,1180,20.7,90t,,57,,,,,,,
1980,ham,Team Totals,0,1135,18.3,44,,62,,,,,,,
1980,ham,Opponents Totals,0,1617,21.6,53,,75,,,,,,,
1980,jac,Team Totals,2,1180,19.0,90t,,62,,,,,,,
1980,jac,Opponents Totals,0,1315,19.9,54,,66,,,,,,,
1980,lind,Team Totals,0,1290,20.8,53,,62,,,,,,,
1980,lind,Opponents Totals,0,1187,21.6,38,,55,,,,,,,
1980,was,Team Totals,0,1249,20.1,47,,62,,,,,,,
1980,was,Opponents Totals,0,1253,20.5,50,,61,,,,,,,
1980,col,Team Totals,0,1489,20.4,54,,73,,,,,,,
1980,col,Opponents Totals,0,1223,19.1,46,,64,,,,,,,
1980,tol,Team Totals,0,955,18.0,39,,53,,,,,,,
1980,tol,Opponents Totals,0,1307,18.7,41,,70,,,,,,,
1980,ltb,Team Totals,0,1259,21.7,41,,58,,,,,,,
1980,ltb,Opponents Totals,0,1568,21.5,53,,73,,,,,,,
1980,lmin,Team Totals,0,1204,21.1,53,,57,,,,,,,
1980,lmin,Opponents Totals,1,1102,18.4,70t,,60,,,,,,,
1980,c-p,Team Totals,0,1297,20.0,40,,65,,,,,,,
1980,c-p,Opponents Totals,0,1142,20.0,35,,57,,,,,,,
1980,chit,Team Totals,0,1319,18.6,41,,71,,,,,,,
1980,chit,Opponents Totals,1,1047,20.1,40,,52,,,,,,,
1980,nyj,Team Totals,1,1386,22.0,70t,,63,,,,,,,
1980,nyj,Opponents Totals,0,1048,16.9,44,,62,,,,,,,
1980,dal,Team Totals,1,1169,20.5,91t,,57,,,,,,,
1980,dal,Opponents Totals,3,1289,20.1,101t,,64,,,,,,,
1980,latl,Team Totals,1,1153,20.6,95t,,56,,,,,,,
1980,latl,Opponents Totals,0,1251,21.6,54,,58,,,,,,,
1980,lbuf,Team Totals,0,1415,19.4,57,,73,,,,,,,
1980,lbuf,Opponents Totals,0,902,17.3,59,,52,,,,,,,
1980,stl,Team Totals,0,1294,19.3,54,,67,,,,,,,
1980,stl,Opponents Totals,1,1417,22.9,91t,,62,,,,,,,
1980,det,Team Totals,0,958,18.1,36,,53,,,,,,,
1980,det,Opponents Totals,0,1579,21.6,87,,73,,,,,,,
1980,lac,Team Totals,1,979,18.5,98t,,53,,,,,,,
1980,lac,Opponents Totals,0,1553,19.9,88,,78,,,,,,,
1980,ton,Team Totals,1,1385,18.5,101t,,75,,,,,,,
1980,ton,Opponents Totals,0,1203,20.7,52,,58,,,,,,,
1980,nyb,Team Totals,0,1973,22.4,88,,88,,,,,,,
1980,nyb,Opponents Totals,0,1159,20.0,62,,58,,,,,,,
1981,lkc,Team Totals,1,1228,22.7,90t,,54,0,,,,,,
1981,lkc,Opponents Totals,0,1218,20.3,41,,60,,,,,,,
1981,har,Team Totals,0,1151,19.8,42,,58,0,,,,,,
1981,har,Opponents Totals,0,1415,22.5,69,,63,,,,,,,
1981,llarm,Team Totals,0,1085,19.0,36,,57,0,,,,,,
1981,llarm,Opponents Totals,1,1268,20.8,90t,,61,,,,,,,
1981,min,Team Totals,0,1651,19.7,46,,84,0,,,,,,
1981,min,Opponents Totals,0,864,20.1,34,,43,,,,,,,
1981,larm,Team Totals,0,1190,18.3,32,,65,0,,,,,,
1981,larm,Opponents Totals,0,1326,19.5,53,,68,,,,,,,
1981,bal,Team Totals,0,1056,21.6,78,,49,1,,,,,,
1981,bal,Opponents Totals,1,1612,20.2,96t,,80,,,,,,,
1981,lten,Team Totals,0,1096,20.7,35,,53,0,,,,,,
1981,lten,Opponents Totals,0,1253,24.1,51,,52,,,,,,,
1981,dul,Team Totals,2,1722,23.9,96t,,72,0,,,,,,
1981,dul,Opponents Totals,0,1201,20.4,34,,59,,,,,,,
1981,atl,Team Totals,0,1537,21.3,48,,72,0,,,,,,
1981,atl,Opponents Totals,0,1156,25.7,88,,45,,,,,,,
1981,ham,Team Totals,0,1422,20.3,47,,70,0,,,,,,
1981,ham,Opponents Totals,0,1528,17.4,48,,88,,,,,,,
1981,jac,Team Totals,0,801,17.0,31,,47,0,,,,,,
1981,jac,Opponents Totals,0,1007,21.4,46,,47,,,,,,,
1981,lind,Team Totals,0,1043,20.1,48,,52,0,,,,,,
1981,lind,Opponents Totals,0,1296,19.1,56,,68,,,,,,,
1981,was,Team Totals,0,1411,19.9,47,,71,0,,,,,,
1981,was,Opponents Totals,1,1068,21.8,99t,,49,,,,,,,
1981,col,Team Totals,0,1278,18.5,36,,69,0,,,,,,
1981,col,Opponents Totals,0,1177,17.6,35,,67,,,,,,,
1981,tol,Team Totals,0,981,18.5,33,,53,0,,,,,,
1981,tol,Opponents Totals,0,1508,21.2,65,,71,,,,,,,
1981,ltb,Team Totals,0,832,19.3,43,,43,0,,,,,,
1981,ltb,Opponents Totals,0,1334,22.2,57,,60,,,,,,,
1981,lmin,Team Totals,0,1120,19.6,41,,57,1,,,,,,
1981,lmin,Opponents Totals,0,959,19.2,40,,50,,,,,,,
1981,c-p,Team Totals,0,1673,25.0,84,,67,0,,,,,,
1981,c-p,Opponents Totals,0,1275,18.5,43,,69,,,,,,,
1981,chit,Team Totals,0,1625,21.7,67,,75,0,,,,,,
1981,chit,Opponents Totals,0,1163,21.1,84,,55,,,,,,,
1981,nyj,Team Totals,0,912,19.8,40,,46,0,,,,,,
1981,nyj,Opponents Totals,0,1332,20.8,43,,64,,,,,,,
1981,dal,Team Totals,0,1164,19.1,36,,61,0,,,,,,
1981,dal,Opponents Totals,0,1257,18.0,45,,70,,,,,,,
1981,latl,Team Totals,0,1066,18.4,52,,58,0,,,,,,
1981,latl,Opponents Totals,0,1183,16.9,42,,70,,,,,,,
1981,lbuf,Team Totals,1,1328,19.8,99t,,67,0,,,,,,
1981,lbuf,Opponents Totals,0,1260,20.3,42,,62,,,,,,,
1981,stl,Team Totals,0,1214,19.0,56,,64,0,,,,,,
1981,stl,Opponents Totals,0,937,21.3,47,,44,,,,,,,
1981,det,Team Totals,1,909,20.2,92t,,45,0,,,,,,
1981,det,Opponents Totals,0,1389,20.7,55,,67,,,,,,,
1981,lac,Team Totals,0,1419,22.9,52,,62,0,,,,,,
1981,lac,Opponents Totals,0,1286,19.2,67,,67,,,,,,,
1981,ton,Team Totals,0,1244,18.3,50,,68,0,,,,,,
1981,ton,Opponents Totals,2,1443,24.1,95t,,60,,,,,,,
1981,nyb,Team Totals,0,1523,21.8,57,,70,0,,,,,,
1981,nyb,Opponents Totals,0,966,19.3,40,,50,,,,,,,
1982,lkc,Team Totals,0,754,20.9,55,,36,0,,,,,,
1982,lkc,Opponents Totals,0,851,19.8,85,,43,0,,,,,,
1982,har,Team Totals,0,507,21.1,32,,24,0,,,,,,
1982,har,Opponents Totals,0,704,21.3,66,,33,0,,,,,,
1982,llarm,Team Totals,0,643,20.7,55,,31,0,,,,,,
1982,llarm,Opponents Totals,0,851,18.9,57,,45,0,,,,,,
1982,min,Team Totals,0,569,20.3,57,,28,0,,,,,,
1982,min,Opponents Totals,0,821,22.8,39,,36,0,,,,,,
1982,larm,Team Totals,0,890,19.8,47,,45,0,,,,,,
1982,larm,Opponents Totals,0,991,19.4,36,,51,0,,,,,,
1982,bal,Team Totals,0,667,20.2,37,,33,0,,,,,,
1982,bal,Opponents Totals,1,743,21.2,98t,,35,0,,,,,,
1982,lten,Team Totals,1,646,23.1,98t,,28,0,,,,,,
1982,lten,Opponents Totals,0,614,19.2,58,,32,0,,,,,,
1982,dul,Team Totals,0,754,19.8,36,,38,0,,,,,,
1982,dul,Opponents Totals,0,424,18.4,30,,23,0,,,,,,
1982,atl,Team Totals,0,792,22.0,66,,36,0,,,,,,
1982,atl,Opponents Totals,0,604,17.8,32,,34,0,,,,,,
1982,ham,Team Totals,0,544,18.8,32,,29,0,,,,,,
